,store,date,weekly_sales,holiday_flag,temperature,fuel_price,cpi,unemployment,week_number,month,week_of_month,prev_weekly_sales,prev_temperature,prev_fuel_price,prev_cpi,prev_unemployment,weekly_sales_diff,temperature_diff,fuel_price_diff,cpi_diff,unemployment_diff,prev_month,prev_week_number,prev_week_of_month,prev_holiday_flag,holiday_flag_diff
11,1,2010-04-23,1391256.12,0,64.84,2.795,210.4391228,7.808,16,4,4,1466058.28,66.32,2.808,210.4887,7.808,-74802.15999999992,-1.4799999999999898,-0.0129999999999999,-0.04957719999998744,0.0,4.0,15,3.0,0.0,0.0
12,1,2010-04-30,1425100.71,0,67.41,2.78,210.3895456,7.808,17,4,5,1391256.12,64.84,2.795,210.4391228,7.808,33844.58999999985,2.569999999999993,-0.015000000000000124,-0.049577200000015864,0.0,4.0,16,4.0,0.0,0.0
13,1,2010-05-07,1603955.12,0,72.55,2.835,210.3399684,7.808,18,5,2,1425100.71,67.41,2.78,210.3895456,7.808,178854.41000000015,5.140000000000001,0.05500000000000016,-0.04957719999998744,0.0,4.0,17,5.0,0.0,0.0
14,1,2010-05-14,1494251.5,0,74.78,2.854,210.3374261,7.808,19,5,3,1603955.12,72.55,2.835,210.3399684,7.808,-109703.62000000011,2.230000000000004,0.019000000000000128,-0.0025423000000159846,0.0,5.0,18,2.0,0.0,0.0
15,1,2010-05-21,1399662.07,0,76.44,2.826,210.6170934,7.808,20,5,4,1494251.5,74.78,2.854,210.3374261,7.808,-94589.42999999993,1.6599999999999966,-0.028000000000000025,0.27966729999999984,0.0,5.0,19,3.0,0.0,0.0
16,1,2010-05-28,1432069.95,0,80.44,2.759,210.8967606,7.808,21,5,5,1399662.07,76.44,2.826,210.6170934,7.808,32407.87999999989,4.0,-0.06700000000000017,0.2796672000000058,0.0,5.0,20,4.0,0.0,0.0
17,1,2010-06-04,1615524.71,0,80.69,2.705,211.1764278,7.808,22,6,1,1432069.95,80.44,2.759,210.8967606,7.808,183454.76,0.25,-0.053999999999999826,0.2796672000000058,0.0,5.0,21,5.0,0.0,0.0
18,1,2010-06-11,1542561.09,0,80.43,2.668,211.4560951,7.808,23,6,2,1615524.71,80.69,2.705,211.1764278,7.808,-72963.61999999988,-0.2599999999999909,-0.03699999999999992,0.27966729999999984,0.0,6.0,22,1.0,0.0,0.0
19,1,2010-06-18,1503284.06,0,84.11,2.637,211.4537719,7.808,24,6,3,1542561.09,80.43,2.668,211.4560951,7.808,-39277.03000000003,3.6799999999999926,-0.03100000000000014,-0.002323200000006409,0.0,6.0,23,2.0,0.0,0.0
20,1,2010-06-25,1422711.6,0,84.34,2.653,211.3386526,7.808,25,6,4,1503284.06,84.11,2.637,211.4537719,7.808,-80572.45999999996,0.23000000000000398,0.016000000000000014,-0.11511930000000348,0.0,6.0,24,3.0,0.0,0.0
21,1,2010-07-02,1492418.14,0,80.91,2.669,211.2235333,7.787,26,7,1,1422711.6,84.34,2.653,211.3386526,7.808,69706.5399999998,-3.430000000000007,0.016000000000000014,-0.11511929999997506,-0.020999999999999908,6.0,25,4.0,0.0,0.0
22,1,2010-07-09,1546074.18,0,80.48,2.642,211.108414,7.787,27,7,2,1492418.14,80.91,2.669,211.2235333,7.787,53656.04000000004,-0.4299999999999926,-0.027000000000000135,-0.11511930000000348,0.0,7.0,26,1.0,0.0,0.0
23,1,2010-07-16,1448938.92,0,83.15,2.623,211.1003854,7.787,28,7,3,1546074.18,80.48,2.642,211.108414,7.787,-97135.26000000001,2.6700000000000017,-0.018999999999999684,-0.00802860000001715,0.0,7.0,27,2.0,0.0,0.0
24,1,2010-07-23,1385065.2,0,83.36,2.608,211.2351443,7.787,29,7,4,1448938.92,83.15,2.623,211.1003854,7.787,-63873.71999999997,0.20999999999999375,-0.015000000000000124,0.13475890000000845,0.0,7.0,28,3.0,0.0,0.0
25,1,2010-07-30,1371986.6,0,81.84,2.64,211.3699032,7.787,30,7,5,1385065.2,83.36,2.608,211.2351443,7.787,-13078.59999999986,-1.519999999999996,0.03200000000000003,0.13475890000000845,0.0,7.0,29,4.0,0.0,0.0
26,1,2010-08-06,1605491.78,0,87.16,2.627,211.5046621,7.787,31,8,2,1371986.6,81.84,2.64,211.3699032,7.787,233505.17999999993,5.319999999999993,-0.013000000000000345,0.13475889999998003,0.0,7.0,30,5.0,0.0,0.0
27,1,2010-08-13,1508237.76,0,87.0,2.692,211.6394211,7.787,32,8,3,1605491.78,87.16,2.627,211.5046621,7.787,-97254.02000000002,-0.1599999999999966,0.06500000000000039,0.13475900000000252,0.0,8.0,31,2.0,0.0,0.0
28,1,2010-08-20,1513080.49,0,86.65,2.664,211.6033633,7.787,33,8,4,1508237.76,87.0,2.692,211.6394211,7.787,4842.729999999981,-0.3499999999999943,-0.028000000000000025,-0.03605779999998049,0.0,8.0,32,3.0,0.0,0.0
29,1,2010-08-27,1449142.92,0,85.22,2.619,211.5673056,7.787,34,8,5,1513080.49,86.65,2.664,211.6033633,7.787,-63937.570000000065,-1.4300000000000068,-0.04499999999999993,-0.03605770000001485,0.0,8.0,33,4.0,0.0,0.0
30,1,2010-09-03,1540163.53,0,81.21,2.577,211.5312479,7.787,35,9,1,1449142.92,85.22,2.619,211.5673056,7.787,91020.6100000001,-4.010000000000005,-0.04200000000000026,-0.036057699999986426,0.0,8.0,34,5.0,0.0,0.0
31,1,2010-09-10,1507460.69,1,78.69,2.565,211.4951902,7.787,36,9,2,1540163.53,81.21,2.577,211.5312479,7.787,-32702.840000000084,-2.519999999999996,-0.01200000000000001,-0.03605770000001485,0.0,9.0,35,1.0,0.0,1.0
32,1,2010-09-17,1430378.67,0,82.11,2.582,211.5224596,7.787,37,9,3,1507460.69,78.69,2.565,211.4951902,7.787,-77082.02000000002,3.4200000000000017,0.016999999999999904,0.027269399999994448,0.0,9.0,36,2.0,1.0,-1.0
33,1,2010-09-24,1351791.03,0,80.94,2.624,211.5972246,7.787,38,9,4,1430378.67,82.11,2.582,211.5224596,7.787,-78587.6399999999,-1.1700000000000017,0.04200000000000026,0.07476500000001352,0.0,9.0,37,3.0,0.0,0.0
34,1,2010-10-01,1453329.5,0,71.89,2.603,211.6719895,7.838,39,10,1,1351791.03,80.94,2.624,211.5972246,7.787,101538.46999999997,-9.049999999999997,-0.020999999999999908,0.07476489999999103,0.051000000000000156,9.0,38,4.0,0.0,0.0
35,1,2010-10-08,1508239.93,0,63.93,2.633,211.7467544,7.838,40,10,2,1453329.5,71.89,2.603,211.6719895,7.838,54910.429999999935,-7.960000000000001,0.029999999999999805,0.07476489999999103,0.0,10.0,39,1.0,0.0,0.0
36,1,2010-10-15,1459409.1,0,67.18,2.72,211.8137436,7.838,41,10,3,1508239.93,63.93,2.633,211.7467544,7.838,-48830.82999999984,3.250000000000007,0.08700000000000019,0.06698920000002317,0.0,10.0,40,2.0,0.0,0.0
37,1,2010-10-22,1345454.0,0,69.86,2.725,211.8612937,7.838,42,10,4,1459409.1,67.18,2.72,211.8137436,7.838,-113955.1000000001,2.6799999999999926,0.004999999999999893,0.047550099999995155,0.0,10.0,41,3.0,0.0,0.0
38,1,2010-10-29,1384209.22,0,69.64,2.716,211.9088438,7.838,43,10,5,1345454.0,69.86,2.725,211.8612937,7.838,38755.21999999997,-0.21999999999999886,-0.008999999999999897,0.047550099999995155,0.0,10.0,42,4.0,0.0,0.0
39,1,2010-11-05,1551659.28,0,58.74,2.689,211.9563939,7.838,44,11,1,1384209.22,69.64,2.716,211.9088438,7.838,167450.06000000006,-10.899999999999999,-0.027000000000000135,0.047550099999995155,0.0,10.0,43,5.0,0.0,0.0
40,1,2010-11-12,1494479.49,0,59.61,2.728,212.003944,7.838,45,11,2,1551659.28,58.74,2.689,211.9563939,7.838,-57179.79000000004,0.8699999999999974,0.039000000000000146,0.047550099999995155,0.0,11.0,44,1.0,0.0,0.0
41,1,2010-11-19,1483784.18,0,51.41,2.771,211.8896737,7.838,46,11,3,1494479.49,59.61,2.728,212.003944,7.838,-10695.310000000056,-8.200000000000003,0.042999999999999705,-0.11427029999998695,0.0,11.0,45,2.0,0.0,0.0
42,1,2010-11-26,1955624.11,1,64.52,2.735,211.7484333,7.838,47,11,4,1483784.18,51.41,2.771,211.8896737,7.838,471839.93000000017,13.11,-0.03600000000000003,-0.14124040000001514,0.0,11.0,46,3.0,0.0,1.0
43,1,2010-12-03,1548033.78,0,49.27,2.708,211.607193,7.838,48,12,1,1955624.11,64.52,2.735,211.7484333,7.838,-407590.3300000001,-15.249999999999993,-0.02699999999999969,-0.14124029999999266,0.0,11.0,47,4.0,1.0,-1.0
44,1,2010-12-10,1682614.26,0,46.33,2.843,211.4659526,7.838,49,12,2,1548033.78,49.27,2.708,211.607193,7.838,134580.47999999998,-2.940000000000005,0.1349999999999998,-0.14124039999998672,0.0,12.0,48,1.0,0.0,0.0
45,1,2010-12-17,1891034.93,0,49.84,2.869,211.4053124,7.838,50,12,3,1682614.26,46.33,2.843,211.4659526,7.838,208420.66999999993,3.510000000000005,0.026000000000000245,-0.06064019999999459,0.0,12.0,49,2.0,0.0,0.0
46,1,2010-12-24,2387950.2,0,52.33,2.886,211.4051222,7.838,51,12,4,1891034.93,49.84,2.869,211.4053124,7.838,496915.27000000025,2.489999999999995,0.016999999999999904,-0.00019020000002001325,0.0,12.0,50,3.0,0.0,0.0
47,1,2010-12-31,1367320.01,1,48.43,2.943,211.4049321,7.838,52,12,5,2387950.2,52.33,2.886,211.4051222,7.838,-1020630.1900000002,-3.8999999999999986,0.05699999999999994,-0.00019009999999752836,0.0,12.0,51,4.0,0.0,1.0
48,1,2011-01-07,1444732.28,0,48.27,2.976,211.4047419,7.742,1,1,2,1367320.01,48.43,2.943,211.4049321,7.838,77412.27000000002,-0.1599999999999966,0.03299999999999992,-0.00019019999999159154,-0.09600000000000009,12.0,52,5.0,1.0,-1.0
49,1,2011-01-14,1391013.96,0,35.4,2.983,211.4574109,7.742,2,1,3,1444732.28,48.27,2.976,211.4047419,7.742,-53718.320000000065,-12.870000000000005,0.007000000000000117,0.05266900000000874,0.0,1.0,1,2.0,0.0,0.0
50,1,2011-01-21,1327405.42,0,44.04,3.016,211.8272343,7.742,3,1,4,1391013.96,35.4,2.983,211.4574109,7.742,-63608.54000000004,8.64,0.03299999999999992,0.36982339999997293,0.0,1.0,2,3.0,0.0,0.0
51,1,2011-01-28,1316899.31,0,43.83,3.01,212.1970577,7.742,4,1,5,1327405.42,44.04,3.016,211.8272343,7.742,-10506.10999999987,-0.21000000000000085,-0.006000000000000227,0.36982340000000136,0.0,1.0,3,4.0,0.0,0.0
52,1,2011-02-04,1606629.58,0,42.27,2.989,212.5668812,7.742,5,2,1,1316899.31,43.83,3.01,212.1970577,7.742,289730.27,-1.5599999999999952,-0.020999999999999908,0.36982350000002384,0.0,1.0,4,5.0,0.0,0.0
53,1,2011-02-11,1649614.93,1,36.39,3.022,212.9367046,7.742,6,2,2,1606629.58,42.27,2.989,212.5668812,7.742,42985.34999999986,-5.880000000000003,0.03299999999999992,0.36982340000000136,0.0,2.0,5,1.0,0.0,1.0
54,1,2011-02-18,1686842.78,0,57.36,3.045,213.2478853,7.742,7,2,3,1649614.93,36.39,3.022,212.9367046,7.742,37227.85000000009,20.97,0.02300000000000013,0.3111806999999942,0.0,2.0,6,2.0,1.0,-1.0
55,1,2011-02-25,1456800.28,0,62.9,3.065,213.535609,7.742,8,2,4,1686842.78,57.36,3.045,213.2478853,7.742,-230042.5,5.539999999999999,0.020000000000000018,0.2877236999999866,0.0,2.0,7,3.0,0.0,0.0
56,1,2011-03-04,1636263.41,0,59.58,3.288,213.8233327,7.742,9,3,1,1456800.28,62.9,3.065,213.535609,7.742,179463.1299999999,-3.3200000000000003,0.22299999999999986,0.287723700000015,0.0,2.0,8,4.0,0.0,0.0
57,1,2011-03-11,1553191.63,0,53.56,3.459,214.1110564,7.742,10,3,2,1636263.41,59.58,3.288,213.8233327,7.742,-83071.78000000003,-6.019999999999996,0.17100000000000026,0.2877236999999866,0.0,3.0,9,1.0,0.0,0.0
58,1,2011-03-18,1576818.06,0,62.76,3.488,214.3627114,7.742,11,3,3,1553191.63,53.56,3.459,214.1110564,7.742,23626.430000000168,9.199999999999996,0.028999999999999915,0.2516549999999995,0.0,3.0,10,2.0,0.0,0.0
59,1,2011-03-25,1541102.38,0,69.97,3.473,214.5999389,7.742,12,3,4,1576818.06,62.76,3.488,214.3627114,7.742,-35715.68000000017,7.210000000000001,-0.015000000000000124,0.23722750000001724,0.0,3.0,11,3.0,0.0,0.0
60,1,2011-04-01,1495064.75,0,59.17,3.524,214.8371664,7.682,13,4,1,1541102.38,69.97,3.473,214.5999389,7.742,-46037.62999999989,-10.799999999999997,0.051000000000000156,0.23722749999998882,-0.05999999999999961,3.0,12,4.0,0.0,0.0
61,1,2011-04-08,1614259.35,0,67.84,3.622,215.0743939,7.682,14,4,2,1495064.75,59.17,3.524,214.8371664,7.682,119194.6000000001,8.670000000000002,0.09799999999999986,0.23722749999998882,0.0,4.0,13,1.0,0.0,0.0
62,1,2011-04-15,1559889.0,0,71.27,3.743,215.2918561,7.682,15,4,3,1614259.35,67.84,3.622,215.0743939,7.682,-54370.35000000009,3.4299999999999926,0.121,0.21746219999999994,0.0,4.0,14,2.0,0.0,0.0
63,1,2011-04-22,1564819.81,0,72.99,3.807,215.4599053,7.682,16,4,4,1559889.0,71.27,3.743,215.2918561,7.682,4930.810000000056,1.7199999999999989,0.06400000000000006,0.1680492000000129,0.0,4.0,15,3.0,0.0,0.0
64,1,2011-04-29,1455090.69,0,72.03,3.81,215.6279544,7.682,17,4,5,1564819.81,72.99,3.807,215.4599053,7.682,-109729.12000000011,-0.9599999999999937,0.0030000000000001137,0.1680490999999904,0.0,4.0,16,4.0,0.0,0.0
65,1,2011-05-06,1629391.28,0,64.61,3.906,215.7960035,7.682,18,5,2,1455090.69,72.03,3.81,215.6279544,7.682,174300.59000000008,-7.420000000000002,0.09600000000000009,0.16804910000001883,0.0,4.0,17,5.0,0.0,0.0
66,1,2011-05-13,1604775.58,0,75.64,3.899,215.9640526,7.682,19,5,3,1629391.28,64.61,3.906,215.7960035,7.682,-24615.699999999953,11.030000000000001,-0.007000000000000117,0.1680490999999904,0.0,5.0,18,2.0,0.0,0.0
67,1,2011-05-20,1428218.27,0,67.63,3.907,215.7339202,7.682,20,5,4,1604775.58,75.64,3.899,215.9640526,7.682,-176557.31000000006,-8.010000000000005,0.008000000000000007,-0.23013240000000224,0.0,5.0,19,3.0,0.0,0.0
68,1,2011-05-27,1466046.67,0,77.72,3.786,215.5037878,7.682,21,5,5,1428218.27,67.63,3.907,215.7339202,7.682,37828.39999999991,10.090000000000003,-0.121,-0.23013240000000224,0.0,5.0,20,4.0,0.0,0.0
69,1,2011-06-03,1635078.41,0,83.0,3.699,215.2736553,7.682,22,6,1,1466046.67,77.72,3.786,215.5037878,7.682,169031.74,5.280000000000001,-0.08700000000000019,-0.2301324999999963,0.0,5.0,21,5.0,0.0,0.0
70,1,2011-06-10,1588948.32,0,83.13,3.648,215.0435229,7.682,23,6,2,1635078.41,83.0,3.699,215.2736553,7.682,-46130.08999999985,0.12999999999999545,-0.05099999999999971,-0.23013240000000224,0.0,6.0,22,1.0,0.0,0.0
71,1,2011-06-17,1532114.86,0,86.41,3.637,214.9980596,7.682,24,6,3,1588948.32,83.13,3.648,215.0435229,7.682,-56833.45999999996,3.280000000000001,-0.01100000000000012,-0.04546329999999443,0.0,6.0,23,2.0,0.0,0.0
72,1,2011-06-24,1438830.15,0,83.58,3.594,215.0910982,7.682,25,6,4,1532114.86,86.41,3.637,214.9980596,7.682,-93284.7100000002,-2.8299999999999983,-0.04300000000000015,0.09303859999999986,0.0,6.0,24,3.0,0.0,0.0
73,1,2011-07-01,1488538.09,0,85.55,3.524,215.1841368,7.962,26,7,1,1438830.15,83.58,3.594,215.0910982,7.682,49707.94000000018,1.9699999999999989,-0.06999999999999984,0.09303859999999986,0.27999999999999936,6.0,25,4.0,0.0,0.0
74,1,2011-07-08,1534849.64,0,85.83,3.48,215.2771754,7.962,27,7,2,1488538.09,85.55,3.524,215.1841368,7.962,46311.549999999814,0.28000000000000114,-0.04400000000000004,0.09303859999999986,0.0,7.0,26,1.0,0.0,0.0
75,1,2011-07-15,1455119.97,0,88.54,3.575,215.3611087,7.962,28,7,3,1534849.64,85.83,3.48,215.2771754,7.962,-79729.66999999993,2.710000000000008,0.0950000000000002,0.083933299999984,0.0,7.0,27,2.0,0.0,0.0
76,1,2011-07-22,1396926.82,0,85.77,3.651,215.4222784,7.962,29,7,4,1455119.97,88.54,3.575,215.3611087,7.962,-58193.14999999991,-2.7700000000000102,0.07599999999999962,0.061169700000021976,0.0,7.0,28,3.0,0.0,0.0
77,1,2011-07-29,1352219.79,0,86.83,3.682,215.4834482,7.962,30,7,5,1396926.82,85.77,3.651,215.4222784,7.962,-44707.03000000003,1.0600000000000023,0.03100000000000014,0.06116979999998762,0.0,7.0,29,4.0,0.0,0.0
78,1,2011-08-05,1624383.75,0,91.65,3.684,215.544618,7.962,31,8,1,1352219.79,86.83,3.682,215.4834482,7.962,272163.95999999996,4.820000000000007,0.002000000000000224,0.06116980000001604,0.0,7.0,30,5.0,0.0,0.0
79,1,2011-08-12,1525147.09,0,90.76,3.638,215.6057878,7.962,32,8,2,1624383.75,91.65,3.684,215.544618,7.962,-99236.65999999992,-0.8900000000000006,-0.04600000000000026,0.06116979999998762,0.0,8.0,31,1.0,0.0,0.0
80,1,2011-08-19,1530761.43,0,89.94,3.554,215.6693107,7.962,33,8,3,1525147.09,90.76,3.638,215.6057878,7.962,5614.339999999851,-0.8200000000000074,-0.08400000000000007,0.06352290000000949,0.0,8.0,32,2.0,0.0,0.0
81,1,2011-08-26,1464693.46,0,87.96,3.523,215.7332258,7.962,34,8,4,1530761.43,89.94,3.554,215.6693107,7.962,-66067.96999999997,-1.980000000000004,-0.030999999999999694,0.06391510000000267,0.0,8.0,33,3.0,0.0,0.0
82,1,2011-09-02,1550229.22,0,87.83,3.533,215.7971409,7.962,35,9,1,1464693.46,87.96,3.523,215.7332258,7.962,85535.76000000001,-0.12999999999999545,0.009999999999999787,0.06391509999997425,0.0,8.0,34,4.0,0.0,0.0
83,1,2011-09-09,1540471.24,1,76.0,3.546,215.861056,7.962,36,9,2,1550229.22,87.83,3.533,215.7971409,7.962,-9757.979999999981,-11.829999999999998,0.0129999999999999,0.06391510000000267,0.0,9.0,35,1.0,0.0,1.0
84,1,2011-09-16,1514259.78,0,79.94,3.526,216.0410526,7.962,37,9,3,1540471.24,76.0,3.546,215.861056,7.962,-26211.459999999963,3.9399999999999977,-0.020000000000000018,0.17999660000000972,0.0,9.0,36,2.0,1.0,-1.0
85,1,2011-09-23,1380020.27,0,75.8,3.467,216.3758246,7.962,38,9,4,1514259.78,79.94,3.526,216.0410526,7.962,-134239.51,-4.140000000000001,-0.05899999999999972,0.33477199999998675,0.0,9.0,37,3.0,0.0,0.0
86,1,2011-09-30,1394561.83,0,79.69,3.355,216.7105965,7.962,39,9,5,1380020.27,75.8,3.467,216.3758246,7.962,14541.560000000056,3.8900000000000006,-0.1120000000000001,0.3347719000000211,0.0,9.0,38,4.0,0.0,0.0
87,1,2011-10-07,1630989.95,0,69.31,3.285,217.0453684,7.866,40,10,2,1394561.83,79.69,3.355,216.7105965,7.962,236428.11999999988,-10.379999999999995,-0.06999999999999984,0.3347718999999927,-0.09600000000000009,9.0,39,5.0,0.0,0.0
88,1,2011-10-14,1493525.93,0,71.74,3.274,217.3552733,7.866,41,10,3,1630989.95,69.31,3.285,217.0453684,7.866,-137464.02000000002,2.4299999999999926,-0.01100000000000012,0.30990489999999227,0.0,10.0,40,2.0,0.0,0.0
89,1,2011-10-21,1502562.78,0,63.71,3.353,217.5159762,7.866,42,10,4,1493525.93,71.74,3.274,217.3552733,7.866,9036.850000000093,-8.029999999999994,0.07900000000000018,0.1607029000000182,0.0,10.0,41,3.0,0.0,0.0
90,1,2011-10-28,1445249.09,0,66.57,3.372,217.6766791,7.866,43,10,5,1502562.78,63.71,3.353,217.5159762,7.866,-57313.689999999944,2.8599999999999923,0.018999999999999684,0.16070289999998977,0.0,10.0,42,4.0,0.0,0.0
91,1,2011-11-04,1697229.58,0,54.98,3.332,217.837382,7.866,44,11,1,1445249.09,66.57,3.372,217.6766791,7.866,251980.49,-11.589999999999996,-0.040000000000000036,0.16070289999998977,0.0,10.0,43,5.0,0.0,0.0
92,1,2011-11-11,1594938.89,0,59.11,3.297,217.9980849,7.866,45,11,2,1697229.58,54.98,3.332,217.837382,7.866,-102290.69000000018,4.130000000000003,-0.0349999999999997,0.1607029000000182,0.0,11.0,44,1.0,0.0,0.0
93,1,2011-11-18,1539483.7,0,62.25,3.308,218.2205088,7.866,46,11,3,1594938.89,59.11,3.297,217.9980849,7.866,-55455.189999999944,3.1400000000000006,0.010999999999999677,0.22242389999999546,0.0,11.0,45,2.0,0.0,0.0
94,1,2011-11-25,2033320.66,1,60.14,3.236,218.4676211,7.866,47,11,4,1539483.7,62.25,3.308,218.2205088,7.866,493836.95999999996,-2.1099999999999994,-0.07199999999999962,0.24711229999999773,0.0,11.0,46,3.0,0.0,1.0
95,1,2011-12-02,1584083.95,0,48.91,3.172,218.7147333,7.866,48,12,1,2033320.66,60.14,3.236,218.4676211,7.866,-449236.70999999996,-11.230000000000004,-0.06400000000000006,0.24711220000000367,0.0,11.0,47,4.0,1.0,-1.0
96,1,2011-12-09,1799682.38,0,43.93,3.158,218.9618456,7.866,49,12,2,1584083.95,48.91,3.172,218.7147333,7.866,215598.42999999993,-4.979999999999997,-0.014000000000000234,0.24711229999999773,0.0,12.0,48,1.0,0.0,0.0
97,1,2011-12-16,1881176.67,0,51.63,3.159,219.1794533,7.866,50,12,3,1799682.38,43.93,3.158,218.9618456,7.866,81494.29000000004,7.700000000000003,0.0009999999999998899,0.21760770000000207,0.0,12.0,49,2.0,0.0,0.0
98,1,2011-12-23,2270188.99,0,47.96,3.112,219.3577216,7.866,51,12,4,1881176.67,51.63,3.159,219.1794533,7.866,389012.3200000003,-3.6700000000000017,-0.04699999999999971,0.17826829999998495,0.0,12.0,50,3.0,0.0,0.0
99,1,2011-12-30,1497462.72,1,44.55,3.129,219.5359898,7.866,52,12,5,2270188.99,47.96,3.112,219.3577216,7.866,-772726.2700000003,-3.4100000000000037,0.016999999999999904,0.1782682000000193,0.0,12.0,51,4.0,0.0,1.0
100,1,2012-01-06,1550369.92,0,49.01,3.157,219.7142581,7.348,1,1,2,1497462.72,44.55,3.129,219.5359898,7.866,52907.19999999995,4.460000000000001,0.028000000000000025,0.17826829999998495,-0.5179999999999998,12.0,52,5.0,1.0,-1.0
101,1,2012-01-13,1459601.17,0,48.53,3.261,219.8925263,7.348,2,1,3,1550369.92,49.01,3.157,219.7142581,7.348,-90768.75,-0.4799999999999969,0.10400000000000009,0.17826819999999088,0.0,1.0,1,2.0,0.0,0.0
102,1,2012-01-20,1394393.84,0,54.11,3.268,219.9856893,7.348,3,1,4,1459601.17,48.53,3.261,219.8925263,7.348,-65207.32999999984,5.579999999999998,0.006999999999999673,0.0931630000000041,0.0,1.0,2,3.0,0.0,0.0
103,1,2012-01-27,1319325.59,0,54.26,3.29,220.0788523,7.348,4,1,5,1394393.84,54.11,3.268,219.9856893,7.348,-75068.25,0.14999999999999858,0.02200000000000024,0.0931630000000041,0.0,1.0,3,4.0,0.0,0.0
104,1,2012-02-03,1636339.65,0,56.55,3.36,220.1720153,7.348,5,2,1,1319325.59,54.26,3.29,220.0788523,7.348,317014.0599999998,2.289999999999999,0.06999999999999984,0.0931630000000041,0.0,1.0,4,5.0,0.0,0.0
105,1,2012-02-10,1802477.43,1,48.02,3.409,220.2651783,7.348,6,2,2,1636339.65,56.55,3.36,220.1720153,7.348,166137.78000000003,-8.529999999999994,0.04899999999999993,0.0931630000000041,0.0,2.0,5,1.0,0.0,1.0
106,1,2012-02-17,1819870.0,0,45.32,3.51,220.4257586,7.348,7,2,3,1802477.43,48.02,3.409,220.2651783,7.348,17392.570000000065,-2.700000000000003,0.10099999999999998,0.16058029999999235,0.0,2.0,6,2.0,1.0,-1.0
107,1,2012-02-24,1539387.83,0,57.25,3.555,220.636902,7.348,8,2,4,1819870.0,45.32,3.51,220.4257586,7.348,-280482.1699999999,11.93,0.04500000000000037,0.21114339999999743,0.0,2.0,7,3.0,0.0,0.0
108,1,2012-03-02,1688420.76,0,60.96,3.63,220.8480454,7.348,9,3,1,1539387.83,57.25,3.555,220.636902,7.348,149032.92999999993,3.710000000000001,0.07499999999999973,0.21114339999999743,0.0,2.0,8,4.0,0.0,0.0
